name,radar_an,radar_an2,radar_m0,radar_per,nobrak,vis_an,vis_an2,vis_swh1,vis_swh2,vis_per1,vis_per2,vis_len1,vis_len2,radar_an3,lat_radar,lon_radar,speed,sat_swh,hdg,dir_std,wind_speed
21-08-17_08-45,14,14,0.0682641760366741,12.0754716981132,1,,,,,,,,,0,73.1512131233066,79.9047245372394,1.8525,,178.7,314,16.8122291564941
21-08-17_14-56,349,349,0.0468498873479708,15.609756097561,1,,,,,,,,,0,72.4583722629868,80.2983993393484,0.30875,,264.5,302,20.6679859161377
21-08-19_02-22,133,133,0.106087049244843,53.3333333333333,1,,,,,,,,,68.752112692481,74.2886975573168,83.6725894760969,0.360208333333333,,150.2,222,5.01809072494507
21-08-19_06-28,157,157,0.0711283521672465,49.2307692307692,1,,,,,,,,,0,74.7802036855222,83.5625558776813,0.0514583333333333,,265.2,191,4.17883634567261
21-08-19_09-00,7,7,0.100126055965094,inf,1,,,,,,,,,70.3320403885664,75.1611504052402,83.8974784788419,7.15270833333333,,1.3,308,16.6644248962402
21-08-20_05-56,85,85,0.685849329658263,inf,1,,,,,,,,,82.2979259578442,78.5822365728388,81.0012913554978,7.46145833333333,,0.3,120,13.4058780670166
21-08-20_08-59,162,162,0.124612523146206,16,1,,,,,,,,,0,79.2508364575577,81.0336352803473,5.094375,,17.85,162,9.99130439758301
21-08-20_11-19,324,324,0.0260673800276609,22.0689655172414,1,,,,,,,,,0,79.4568225000731,80.3337068046027,0.463125,,347.9,97,3.25444579124451
21-08-20_11-57,311,311,0.0368287758823334,17.7777777777778,1,,,,,,,,,0,79.4632130321794,80.3408924416468,1.698125,,305.4,297,7.50676250457764
21-08-20_14-56,325,325,0.0619025418340844,3.00469483568075,1,,,,,,,,,53.9220899382353,79.5007405562142,79.9290553234953,1.698125,,257.45,120,2.40651416778564
21-08-21_06-02,18,18,0.0812239598217521,53.3333333333333,1,,,,,,,,,89.6813400998897,81.8694179084983,76.5612070654487,7.255625,,64.1,91,23.1999797821045
21-08-21_07-51,153,153,0.0525306683780023,53.3333333333333,1,,,,,,,,,0,82.0423951487,78.8924617713883,0.0514583333333333,,148.65,57,7.56023597717285
21-08-21_14-33,354,354,0.0595832929147999,53.3333333333333,1,,,,,,,,,0,82.2565355280545,78.8429144390981,0.205833333333333,,87,182,0
21-08-22_01-56,55,55,0.0605202673368661,15.2380952380952,1,,,,,,,,,0,82.9932650783511,78.7625883461917,0.102916666666667,,39.9,220,11.6291208267212
21-08-22_05-56,76,76,0.0681791969035436,640,1,,,,,,,,,64.8428507457956,82.8789720266472,78.1785791750681,4.94,,203.2,51,0.720014095306397
21-08-22_08-59,2,2,0.108225827227348,2.97674418604651,1,,,,,,,,,35.3687630295516,82.2978295190953,76.0059623230639,7.20416666666667,,194.2,268,3.37436056137085
21-08-22_11-58,175,175,0.204645028272091,13.0612244897959,1,,,,,,,,,3.03493863069438,81.958071612336,74.2272381363178,4.88854166666667,,238.7,82,10.3839273452759
21-08-23_05-30,108,108,0.0669306607792183,13.3333333333333,1,,,,,,,,,0,81.6453607180742,68.7328793660203,0.0514583333333333,,333.5,180,10.7271127700806
21-08-23_07-42,140,140,0.0541069617373671,53.3333333333333,1,,,,,,,,,0,81.5710775991382,67.4651695840632,0.0514583333333333,,333.2,251,10.6994647979736
21-08-23_10-52,125,125,0.0894892389211164,53.3333333333333,1,,,,,,,,,0,81.5005775420271,66.2216298965905,0.0514583333333333,,347.6,82,11.137261390686
21-08-24_01-36,94,94,0.0582820479590417,53.3333333333333,1,,,,,,,,,0,81.1680412512402,72.641012294489,0.0514583333333333,,346.4,208,8.10292434692383
21-08-25_00-29,63,63,0.0856858308819024,53.3333333333333,1,,,,,,,,,0,80.4481063017135,67.2647525804991,0.0514583333333333,,77.3,74,4.59304189682007
21-08-25_05-36,305,305,0.0977719084091687,53.3333333333333,1,,,,,,,,,0,80.2784686687978,69.4293647626871,1.90395833333333,,105.3,231,7.40825510025024
21-08-25_07-10,43,43,0.128540602212729,49.2307692307692,1,,,,,,,,,0,80.2254742219855,70.1278869026312,0.0514583333333333,,70.35,125,5.68430185317993
21-08-25_12-28,26,26,0.134017344306584,53.3333333333333,1,,,,,,,,,0,80.0712915516471,72.2801713007457,0.0514583333333333,,122.3,125,4.33088254928589
21-08-26_01-54,228,228,0.0753638153134924,15.2380952380952,1,,,,,,,,,0,79.7923986012687,69.6922547303585,0.102916666666667,,214.2,228,8.00961971282959
21-08-26_06-04,215,215,0.0637222294741978,53.3333333333333,1,,,,,,,,,0,79.651621282177,67.3380060342871,0,,238.3,280,10.7496204376221
21-08-26_13-00,17,17,0.0608045901452425,80,1,,,,,,,,,0,79.5120606988954,65.0644254915144,0.6175,,171.9,131,13.3075094223022
21-08-27_06-30,175,175,0.178268044120713,5.28925619834711,1,,,,,,,,,180,77.9705742898158,65.3688576022717,0.102916666666667,,219.2,262,15.9907083511353
21-08-27_18-09,9,9,0.414650688483038,9.14285714285714,1,,,,,,,,,31.9410745066708,77.8593686103191,64.8610402749997,0.771875,,148.6,31,12.8259267807007
21-08-28_01-00,137,137,0.154784702714767,80,1,,,,,,,,,0,78.2475377802255,63.5872747345939,0.102916666666667,,191.3,137,6.54902029037476
21-08-28_04-33,2,2,0.34731545006261,9.14285714285714,1,,,,,,,,,0,78.4436951115764,62.9472260388358,0.102916666666667,,144.2,125,6.18529558181763
21-08-28_07-07,2,2,0.155524128798775,8.2051282051282,1,,,,,,,,,0,78.6406281128633,62.2968253014806,0.102916666666667,,70.3,214,12.7142543792725
